county_fips,county_name,state,month_date,period,year,month,quarter,Overdose_Rate_X100K,county_all_drugs_death_count,county_all_drugs_monthly_rate,county_fentanyl_death_count,county_fentanyl_monthly_rate,county_pct_fentanyl,county_population,lagged_neighbor_all_drugs_deaths,lagged_neighbor_fentanyl_deaths,lagged_neighbor_all_drugs_monthly_rate,lagged_neighbor_fentanyl_monthly_rate,lagged_neighbor_pct_fentanyl,county_all_drugs_death_count_2mo_rolling,county_all_drugs_death_high_2mo,county_all_drugs_death_low_2mo,county_all_drugs_death_avg_2mo,county_all_drugs_death_high_3mo,county_all_drugs_death_low_3mo,county_all_drugs_death_avg_3mo,lagged_neighbor_all_drugs_deaths_2mo_rolling,lagged_neighbor_all_drugs_high_2mo,lagged_neighbor_all_drugs_low_2mo,lagged_neighbor_all_drugs_avg_2mo,lagged_neighbor_all_drugs_high_3mo,lagged_neighbor_all_drugs_low_3mo,lagged_neighbor_all_drugs_avg_3mo,county_all_drugs_death_avg_6mo,county_fentanyl_death_avg_6mo,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM,fips,SS_total_number_of_recipients,SS_age_eligibility,SS_blind_and_disabled_eligibility,SS_under_18,SS_18_to_64,SS_65_or_older,SSI_recipients_also_receiving_OASDI,SS_amount_of_payments_(thousands of dollars),Fentanyl Seizures lbs,"Poverty Estimate, All Ages","Poverty Percent, All Ages",Median Household Income
6001,ALAMEDA,CA,11/1/2016,201611,2016,11,4,0.820183065,11,0.67433777,,,,1631230,52,,0.87134813,,,25,14,11,12.5,14,5,10,92,52,40,46,54,40,48.66666667,9.833333333,,1650765,810640,840125,98194,50464,47730,174692,89105,85587,73039,37360,35679,142124,71124,71000,1341164,652282,688882,1304840,633711,671129,717345,358442,358903,520353,259285,261068,425687,208689,216998,216676,94613,122063,98194,50464,47730,98544,50293,48251,94319,48139,46180,93822,47335,46487,103170,51822,51348,138326,69164,69162,137597,68538,69059,127643,63637,64006,116787,57946,58841,113919,56835,57084,111283,54885,56398,107430,52354,55076,93055,44615,48440,76751,35490,41261,50879,23207,27672,34710,15280,19430,24867,10331,14536,29469,10305,19164,37.3,36.5,38.2,6001,50959,16371,34588,3302,23372,24285,16765,34080,175.43,184716,11.5,81462
6001,ALAMEDA,CA,12/1/2016,201612,2016,12,4,2.013176614,27,1.655192707,,,,1631230,36,,0.603241013,,,38,27,11,19,27,11,17.33333333,88,52,36,44,52,36,42.66666667,12.16666667,,1650765,810640,840125,98194,50464,47730,174692,89105,85587,73039,37360,35679,142124,71124,71000,1341164,652282,688882,1304840,633711,671129,717345,358442,358903,520353,259285,261068,425687,208689,216998,216676,94613,122063,98194,50464,47730,98544,50293,48251,94319,48139,46180,93822,47335,46487,103170,51822,51348,138326,69164,69162,137597,68538,69059,127643,63637,64006,116787,57946,58841,113919,56835,57084,111283,54885,56398,107430,52354,55076,93055,44615,48440,76751,35490,41261,50879,23207,27672,34710,15280,19430,24867,10331,14536,29469,10305,19164,37.3,36.5,38.2,6001,50959,16371,34588,3302,23372,24285,16765,34080,175.43,184716,11.5,81462
6003,ALPINE,CA,1/1/2016,201601,2016,1,1,0,0,0,,,,1162,,,,,,,,,,,,,,,,,,,,,,1053,558,495,37,21,16,108,53,55,48,23,25,77,44,33,885,468,417,860,461,399,286,151,135,172,92,80,373,207,166,238,118,120,37,21,16,57,24,33,62,37,25,60,28,32,54,31,23,56,33,23,42,20,22,31,14,17,43,25,18,87,46,41,83,47,36,100,51,49,103,63,40,108,53,55,55,26,29,26,14,12,28,17,11,21,8,13,49.9,50,49.7,6003,33,6452.30506,16430.67411,1968.630841,22,10539.77595,18,22,175.43,210,19,50882
6003,ALPINE,CA,2/1/2016,201602,2016,2,1,0,0,0,,,,1162,15,,4.499478061,,,0,0,0,0,,,,,,,,,,,,,1053,558,495,37,21,16,108,53,55,48,23,25,77,44,33,885,468,417,860,461,399,286,151,135,172,92,80,373,207,166,238,118,120,37,21,16,57,24,33,62,37,25,60,28,32,54,31,23,56,33,23,42,20,22,31,14,17,43,25,18,87,46,41,83,47,36,100,51,49,103,63,40,108,53,55,55,26,29,26,14,12,28,17,11,21,8,13,49.9,50,49.7,6003,33,6452.30506,16430.67411,1968.630841,22,10539.77595,18,22,175.43,210,19,50882
6003,ALPINE,CA,3/1/2016,201603,2016,3,1,0,0,0,,,,1162,15,,4.499478061,,,0,0,0,0,0,0,0,30,15,15,15,,,,,,1053,558,495,37,21,16,108,53,55,48,23,25,77,44,33,885,468,417,860,461,399,286,151,135,172,92,80,373,207,166,238,118,120,37,21,16,57,24,33,62,37,25,60,28,32,54,31,23,56,33,23,42,20,22,31,14,17,43,25,18,87,46,41,83,47,36,100,51,49,103,63,40,108,53,55,55,26,29,26,14,12,28,17,11,21,8,13,49.9,50,49.7,6003,33,6452.30506,16430.67411,1968.630841,22,10539.77595,18,22,175.43,210,19,50882
6003,ALPINE,CA,4/1/2016,201604,2016,4,2,0,0,0,,,,1162,15,,4.499478061,,,0,0,0,0,0,0,0,30,15,15,15,15,15,15,,,1053,558,495,37,21,16,108,53,55,48,23,25,77,44,33,885,468,417,860,461,399,286,151,135,172,92,80,373,207,166,238,118,120,37,21,16,57,24,33,62,37,25,60,28,32,54,31,23,56,33,23,42,20,22,31,14,17,43,25,18,87,46,41,83,47,36,100,51,49,103,63,40,108,53,55,55,26,29,26,14,12,28,17,11,21,8,13,49.9,50,49.7,6003,33,6452.30506,16430.67411,1968.630841,22,10539.77595,18,22,175.43,210,19,50882
6003,ALPINE,CA,5/1/2016,201605,2016,5,2,0,0,0,,,,1162,15,,4.499478061,,,0,0,0,0,0,0,0,30,15,15,15,15,15,15,,,1053,558,495,37,21,16,108,53,55,48,23,25,77,44,33,885,468,417,860,461,399,286,151,135,172,92,80,373,207,166,238,118,120,37,21,16,57,24,33,62,37,25,60,28,32,54,31,23,56,33,23,42,20,22,31,14,17,43,25,18,87,46,41,83,47,36,100,51,49,103,63,40,108,53,55,55,26,29,26,14,12,28,17,11,21,8,13,49.9,50,49.7,6003,33,6452.30506,16430.67411,1968.630841,22,10539.77595,18,22,175.43,210,19,50882
6003,ALPINE,CA,6/1/2016,201606,2016,6,2,0,0,0,,,,1162,10,,2.99965204,,,0,0,0,0,0,0,0,25,15,10,12.5,15,10,13.33333333,0,,1053,558,495,37,21,16,108,53,55,48,23,25,77,44,33,885,468,417,860,461,399,286,151,135,172,92,80,373,207,166,238,118,120,37,21,16,57,24,33,62,37,25,60,28,32,54,31,23,56,33,23,42,20,22,31,14,17,43,25,18,87,46,41,83,47,36,100,51,49,103,63,40,108,53,55,55,26,29,26,14,12,28,17,11,21,8,13,49.9,50,49.7,6003,33,6452.30506,16430.67411,1968.630841,22,10539.77595,18,22,175.43,210,19,50882
6003,ALPINE,CA,7/1/2016,201607,2016,7,3,0,0,0,,,,1162,10,,2.99965204,,,0,0,0,0,0,0,0,20,10,10,10,15,10,11.66666667,0,,1053,558,495,37,21,16,108,53,55,48,23,25,77,44,33,885,468,417,860,461,399,286,151,135,172,92,80,373,207,166,238,118,120,37,21,16,57,24,33,62,37,25,60,28,32,54,31,23,56,33,23,42,20,22,31,14,17,43,25,18,87,46,41,83,47,36,100,51,49,103,63,40,108,53,55,55,26,29,26,14,12,28,17,11,21,8,13,49.9,50,49.7,6003,33,6452.30506,16430.67411,1968.630841,22,10539.77595,18,22,175.43,210,19,50882
6003,ALPINE,CA,8/1/2016,201608,2016,8,3,0,0,0,,,,1162,10,,2.99965204,,,0,0,0,0,0,0,0,20,10,10,10,10,10,10,0,,1053,558,495,37,21,16,108,53,55,48,23,25,77,44,33,885,468,417,860,461,399,286,151,135,172,92,80,373,207,166,238,118,120,37,21,16,57,24,33,62,37,25,60,28,32,54,31,23,56,33,23,42,20,22,31,14,17,43,25,18,87,46,41,83,47,36,100,51,49,103,63,40,108,53,55,55,26,29,26,14,12,28,17,11,21,8,13,49.9,50,49.7,6003,33,6452.30506,16430.67411,1968.630841,22,10539.77595,18,22,175.43,210,19,50882
6003,ALPINE,CA,9/1/2016,201609,2016,9,3,0,0,0,,,,1162,20,,5.999304081,,,0,0,0,0,0,0,0,30,20,10,15,20,10,13.33333333,0,,1053,558,495,37,21,16,108,53,55,48,23,25,77,44,33,885,468,417,860,461,399,286,151,135,172,92,80,373,207,166,238,118,120,37,21,16,57,24,33,62,37,25,60,28,32,54,31,23,56,33,23,42,20,22,31,14,17,43,25,18,87,46,41,83,47,36,100,51,49,103,63,40,108,53,55,55,26,29,26,14,12,28,17,11,21,8,13,49.9,50,49.7,6003,33,6452.30506,16430.67411,1968.630841,22,10539.77595,18,22,175.43,210,19,50882
6003,ALPINE,CA,10/1/2016,201610,2016,10,4,0,0,0,,,,1162,10,,2.99965204,,,0,0,0,0,0,0,0,30,20,10,15,20,10,13.33333333,0,,1053,558,495,37,21,16,108,53,55,48,23,25,77,44,33,885,468,417,860,461,399,286,151,135,172,92,80,373,207,166,238,118,120,37,21,16,57,24,33,62,37,25,60,28,32,54,31,23,56,33,23,42,20,22,31,14,17,43,25,18,87,46,41,83,47,36,100,51,49,103,63,40,108,53,55,55,26,29,26,14,12,28,17,11,21,8,13,49.9,50,49.7,6003,33,6452.30506,16430.67411,1968.630841,22,10539.77595,18,22,175.43,210,19,50882
6003,ALPINE,CA,11/1/2016,201611,2016,11,4,0,0,0,,,,1162,0,,0,,,0,0,0,0,0,0,0,10,10,0,5,20,0,10,0,,1053,558,495,37,21,16,108,53,55,48,23,25,77,44,33,885,468,417,860,461,399,286,151,135,172,92,80,373,207,166,238,118,120,37,21,16,57,24,33,62,37,25,60,28,32,54,31,23,56,33,23,42,20,22,31,14,17,43,25,18,87,46,41,83,47,36,100,51,49,103,63,40,108,53,55,55,26,29,26,14,12,28,17,11,21,8,13,49.9,50,49.7,6003,33,6452.30506,16430.67411,1968.630841,22,10539.77595,18,22,175.43,210,19,50882
6003,ALPINE,CA,12/1/2016,201612,2016,12,4,0,0,0,,,,1162,10,,2.99965204,,,0,0,0,0,0,0,0,10,10,0,5,10,0,6.666666667,0,,1053,558,495,37,21,16,108,53,55,48,23,25,77,44,33,885,468,417,860,461,399,286,151,135,172,92,80,373,207,166,238,118,120,37,21,16,57,24,33,62,37,25,60,28,32,54,31,23,56,33,23,42,20,22,31,14,17,43,25,18,87,46,41,83,47,36,100,51,49,103,63,40,108,53,55,55,26,29,26,14,12,28,17,11,21,8,13,49.9,50,49.7,6003,33,6452.30506,16430.67411,1968.630841,22,10539.77595,18,22,175.43,210,19,50882
6005,AMADOR,CA,1/1/2016,201601,2016,1,1,0,0,0,,,,36039,,,,,,,,,,,,,,,,,,,,,,37443,19844,17599,1562,827,735,2897,1460,1437,1398,709,689,2225,1226,999,32320,17213,15107,31586,16848,14738,11254,6531,4723,7961,4772,3189,11566,6144,5422,9834,4706,5128,1562,827,735,1548,773,775,1679,863,816,1672,862,810,1621,897,724,1928,1123,805,1976,1144,832,2030,1239,791,2027,1266,761,2346,1396,950,2801,1556,1245,3114,1568,1546,3305,1624,1681,3543,1701,1842,2487,1233,1254,1665,830,835,1029,477,552,1110,465,645,50.7,48.3,53.4,6005,741,55,686,48,551,142,320,457,175.43,4404,13.1,55879
6005,AMADOR,CA,2/1/2016,201602,2016,2,1,0,0,0,,,,36039,36,,1.463807363,,,0,0,0,0,,,,,,,,,,,,,37443,19844,17599,1562,827,735,2897,1460,1437,1398,709,689,2225,1226,999,32320,17213,15107,31586,16848,14738,11254,6531,4723,7961,4772,3189,11566,6144,5422,9834,4706,5128,1562,827,735,1548,773,775,1679,863,816,1672,862,810,1621,897,724,1928,1123,805,1976,1144,832,2030,1239,791,2027,1266,761,2346,1396,950,2801,1556,1245,3114,1568,1546,3305,1624,1681,3543,1701,1842,2487,1233,1254,1665,830,835,1029,477,552,1110,465,645,50.7,48.3,53.4,6005,741,55,686,48,551,142,320,457,175.43,4404,13.1,55879
6005,AMADOR,CA,3/1/2016,201603,2016,3,1,15.47029703,5,13.87385888,,,,36039,35,,1.423146047,,,5,5,0,2.5,5,0,1.666666667,71,36,35,35.5,,,,,,37443,19844,17599,1562,827,735,2897,1460,1437,1398,709,689,2225,1226,999,32320,17213,15107,31586,16848,14738,11254,6531,4723,7961,4772,3189,11566,6144,5422,9834,4706,5128,1562,827,735,1548,773,775,1679,863,816,1672,862,810,1621,897,724,1928,1123,805,1976,1144,832,2030,1239,791,2027,1266,761,2346,1396,950,2801,1556,1245,3114,1568,1546,3305,1624,1681,3543,1701,1842,2487,1233,1254,1665,830,835,1029,477,552,1110,465,645,50.7,48.3,53.4,6005,741,55,686,48,551,142,320,457,175.43,4404,13.1,55879
6005,AMADOR,CA,4/1/2016,201604,2016,4,2,0,0,0,,,,36039,34,,1.382484732,,,5,5,0,2.5,5,0,1.666666667,69,35,34,34.5,36,34,35,,,37443,19844,17599,1562,827,735,2897,1460,1437,1398,709,689,2225,1226,999,32320,17213,15107,31586,16848,14738,11254,6531,4723,7961,4772,3189,11566,6144,5422,9834,4706,5128,1562,827,735,1548,773,775,1679,863,816,1672,862,810,1621,897,724,1928,1123,805,1976,1144,832,2030,1239,791,2027,1266,761,2346,1396,950,2801,1556,1245,3114,1568,1546,3305,1624,1681,3543,1701,1842,2487,1233,1254,1665,830,835,1029,477,552,1110,465,645,50.7,48.3,53.4,6005,741,55,686,48,551,142,320,457,175.43,4404,13.1,55879
6005,AMADOR,CA,5/1/2016,201605,2016,5,2,0,0,0,,,,36039,26,,1.057194207,,,0,0,0,0,5,0,1.666666667,60,34,26,30,35,26,31.66666667,,,37443,19844,17599,1562,827,735,2897,1460,1437,1398,709,689,2225,1226,999,32320,17213,15107,31586,16848,14738,11254,6531,4723,7961,4772,3189,11566,6144,5422,9834,4706,5128,1562,827,735,1548,773,775,1679,863,816,1672,862,810,1621,897,724,1928,1123,805,1976,1144,832,2030,1239,791,2027,1266,761,2346,1396,950,2801,1556,1245,3114,1568,1546,3305,1624,1681,3543,1701,1842,2487,1233,1254,1665,830,835,1029,477,552,1110,465,645,50.7,48.3,53.4,6005,741,55,686,48,551,142,320,457,175.43,4404,13.1,55879
